name,Tc
Au63.5Ge20.5Yb16,0.36
Ba1.6Sr0.4Yb1Cu3O6.8,81
K1,0
Y0.9Ca0.1Sr2Cu2.5Fe0.5O6.75,0
Eu1.85Ce0.15Cu1O4,7.75
Y0.85Rb0.15Ba2Cu3O6.48,91.95
Ca0.4Ba1.15La1.45Cu3O7.23,52.8
Nd1.85Ce0.15Cu0.96Zn0.04O4,9.5
Mo0.7Re0.3,12.75
Pb2Sr2Y0.85Ca0.15Cu3O8,47
Ba1Fe1.697Co0.306As2,0
Sr1Ca1Ru1O4,0
Ce0.2Nd0.8F0.3Bi1S2O0.7,2.35
Y1Ba1.8Sc0.2Cu3O6.64,88.8
Ba1Ir2P2,2.1
Ca1.81Na0.19Cu1Cl2O2,27.7
Tl1Ba0.2Ca0.8La1Cu1O5,13
Ho1Ru3.5Si2,0
Nd1Pt1.5Au0.6B2.4C1.2,0
Dy1Ba1.5Sr0.5Cu3O6.9,86.3
Er1Ba2Cu3O6.953,90.9
Mo6.35Pb1S8,12.6
Pd2In1Y1,1.04
Sm1.79Ce0.21Cu1O4,0
Sr1Fe1.82Ni0.18As2,9.6
Bi0.85Tl0.15,6.23
Fe1.03Se1,0
C1Nb2Sn1,0
Ir0.88Pd0.12,0.035
Cu0.07Ti1Se2,3.9
Y0.3Pr0.7Ba1Sr1Cu3O6.9,0
Ba1Fe1.872Co0.042Cu0.086As2,4.3
Y0.8Ca0.2Sr1.5Ba0.5Cu2.8Cr0.2O7,28
Bi0.625Pb0.375,8.05
Mg1Mo6S7,2.72
Tl1Sr2Ca0.6Pr0.4Cu2O7,70
Sr8Ca6Cu24O41,0
Sr0.5Sm0.5Fe1As1F1,53.5
Er1Ba2Cu2.82Co0.18O6.74,34
Sm1Ba2Cu4O8,69.3
Cr0.0081V0.9919,4.78
Er1Ni1.98Co0.04B2C1,8.2
La1Ni1As1H0.08O0.92,3.76
Lu0.7Pr0.3Ba2Cu3O7,73.5
Tl1Ba2Ca0.9Y0.1Cu2O7,86.1
Li0.4Zr1N1Cl1,12.5
C22H14Rb3.1,6.9
Ca10Fe8.2Pt4.8As18,38
Zr2Co0.6Ni0.4,4.2
Ce1Pd2B2C1,0
B0.72Mo0.28,0
Ce0.3Nd0.7Bi1S2F0.5O0.5,4.07
Nb2.58Ti0.42Al1,9
Ir0.85W0.15,0.41
Sn0.9215Ge0.0285In0.05Te1,1.74
Pt1Te1,0.59
La2Pd3Ge5,0
Pb0.35Sn0.35In0.3Te1,4.8
Pb2Sr2Ce1Cu3O8,0
Ba0.91La0.09Fe2As2,7.76
Al2Th1,0
Hg0.9Cr0.1Sr2Cu1O4,62.3
Eu1.1Ba1.9Cu3O7.07,81
La1.715Nd0.125Sr0.16Cu1O4,35
Ga1Nb4Se8,2.9
K1Ni2S2,0.46
Nd2Cu1O3.99,0
Be13U0.9899Th0.0101,0.65
Ca3Co4Ge13,5.9
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.53,78
La1.85Sr0.15Cu0.8Mg0.2O4,15.6
Bi1.8Pb0.2Sr2Ca1Cu1.88Fe0.12O8,30.9
Ag1Nb3,8.28
Y2Ir3Si5,3.005
Y0.77Ca0.08Pr0.15Ba2Cu3O6.95,81.7
Co0.02Sn0.98Ta3,4
Hg1.4Tl0.6Ba2Y0.9Ca0.1Cu2O7.88,37
V2.7Cr0.3Si1,11.3
La1.82Sr0.18Cu1O3.967,22
Co2Mo6S6O2,0
Y0.1Pr0.9Ba2Cu4O8,0
La2.4Te4Y0.6,0
Ir0.85Rh0.09Se2,7.61
Nb1Ru3,13.5
Y1Ba2Cu2.445Co0.555O7.12,0
Ba0.95Rb0.05Ti2Sb2O1,4.25
Pr0.92La1Ce0.08Cu1O4,0
Si0.01V0.99,4.66
Nb0.25Sn0.25Ta0.5,10.8
Tm2Fe3Si5,1.3825
Sm0.7Pr0.3Ba2Cu3O6.65,10.6
Ce1Pd0.78Bi2,0
Nb96.5O3.5,6.13
Pd2Zr1Al1,3.2
Al1Sr2Ho0.4Ca0.6Cu2O7,24
Re0.4W0.6,5.08
Sr0.8La0.2Fe1As1F1,24.4
B1Ta2,1.56
Lu0.8Ca0.2Ba2Cu3O6.91,48
Y0.45Pr0.55Ba2Cu3O6.65,0
La1Pd2Ge2,1.04
Lu1Ru2,1.545
Er0.6Ca0.25Hf0.15Ba2Cu3O7.02,84.7
Sr0.1Eu0.8Nb1O3,0
Rh0.33Ta0.66,7
Pr0.7Ca0.3Ba2Cu3O6.7,0
Pb1Mo6S4Se4,3.2
Ti0.5Nb0.25Sb0.25,1.95
Bi1.7Pb0.3Sr2Ca1Cu2O0.27,67.6
Pr1Ba1.75La0.25Cu3O6.976,0
La1.78Sr0.22Cu0.96Zn0.04O4,0
Er0.94Ca0.04Ba2Cu2.82Co0.18O6.76,64
O3Sr1Ti1,0.213333333
Nb80Si20,4.23
Hg0.8W0.2Ba2Cu1O4.4,45
Ce1Pt1Si2,0.14
Bi2.2Sr1.8Ca1Cu2OY,90
La0.06Si1V2.94,15.92
Ba0.81K0.19Fe2As2,12.73333333
Fe1Se0.736Sb0.184,8.85
Y1Ba2Cu2.94Fe0.06O6.954,76.6
Mg1B1.87C0.13,28
Hf0.99Rh0.01,0.85
Mo8.75Zr91.25,5
Nb80Ga18Co2,12.2
Y0.9Sc0.1Ba2Cu4O8,81
Pb0.95Sn0.05,7.268
Nd0.8Sm0.2Bi1S2F0.3O0.7,4.9
Ti0.1V0.9,5.89
Tb1Fe1As1F0.1O0.9,50.5
Nb3S1.7Se2.3,0
Al1C1Ti3,0
Nb0.95Mg0.05N0.92O0.08,16.53333333
K0.21Ti1N1Br1,17.2
Fe1Se0.9S0.1,10.27
Ta0.4W0.6C1,9.41
Y2Ba4Cu7O15.03,87
Sn0.025V0.975,3.16
Cd4Mo15Se19,0
Ba0.85Ce0.15Fe2As2,13.4
Tl2Ba2Ca0.7Ce0.3Cu2O8,0
Nb3Sn0.1Sb0.9,0
Ca0.2Mo1S2,3.6
Sn0.12Eu0.9Mo6.35S8,0.94
Y1Sr2Cu2.8Re0.2O7,55
Ca1Pb3,0.65
La1.75Sr0.25Cu0.94Co0.06O4,36.4
La1.84Sr0.16Cu0.99Co0.01O4,29.5
Nb1V50Ti49,7.5
Pb0.42Sn0.42In0.16Te1,3.805
O1Re1Ti1,5.74
La1Fe0.959Zn0.041As1F0.08O0.9,0
La1Ba1.5Ca0.5Cu3O6.46,0
La1Fe0.973Zn0.027As1F0.28O0.68,12.2
Na2Ba2Cu2.15Ti1.85O10.83,0
Pu1Co0.8Fe0.2Ga5,10
W0.801Zr0.199,2.01
Os0.06Re0.94,1.93
Ca1Fe0.95Ni0.05As1F1,0
Bi2Pd3S2,0
Sr12.5Ca1.5Cu24O41,0
Sm1.25Ba1.75Cu3O6.972,0
La1Os1Ru3P12,7
Ho1Fe1As1O0.85,49.1
Au0.25Cu0.75,0
Nb1N1.25O0.25,11.9
Pa0.75Zr0.25,1.54
Bi0.3Zn0.7,1.51
La1.85Sr0.15Cu0.989Zn0.011O4,23.2
Y0.7Th0.3C1.35,17
Nb0.89Al0.11N0.85O0.17,17.3
Y1Ba2Cu2.97Li0.03O6.6,41
Ni0.08Ta1S2,0
La1.84Rb0.16Cu1O4,0
Y1B2C2,1.8
Y1Ba1.95La0.05Cu3O6.98,89.65
Y1La1Ba1Cu3O7.07,0
Bi2Sr2Ca0.8Gd0.2Cu2O8.27,90.9
Nb0.75Au0.175Pt0.075,12.85
Cr0.02V0.98,4.08
Cu0.065Ti1Se2,3.4
Y1Ba2Cu2.55Ag0.45OY,87.6
Y0.975Ca0.025Ba2Cu4O8,80.75
Pd0.7Ag0.3H0.8,15.6
Tl1Ba2Ca1Cu2O7,80.8
Ce1Fe0.9Co0.1As1O1,10
La1.86Sr0.14Cu0.995Zn0.005O4,0
La1.745Nd0.14Sr0.115Cu1O4,17.5
La1.2Ba1.8Cu3O7.5,0
Er1Ba2Cu3O7,92.03333333
Ni2Ta1Al1,0
Y1Ba2Cu2.3Co0.7O7.13,0
Ba1Ni2As1.816P0.184,3.27
Eu0.011La0.989,2.16
La1.95Sr0.05Cu1O4.02,0
Tl1Sr2Ca1Cu2O6.78,0
C0.198N0.747Ta1,10.74
Be8.5Rh1,0
Mg0.95Li0.05B2,38.25
Tl1Sr1.5Tb0.5Ca1Cu2O7,80
Ir2Th1,6.11
Sr1Ga1Si1,5
Nb3Al0.67Ga0.33,18.7
Pr1.665Y0.185Ce0.15Cu1O4,13
Nd0.7Pr0.3Ba2Cu3O7,5.6
Si3Sr2,0.55
Y1Ba2Cu3O6.71,61.96666667
La1.1Ba1.5Ca0.4Cu3O7.06,79
Au2Bi1,1.77
Er1Ba2Cu2.73Zn0.18Fe0.09O6.94,37
Sr0.9Pr0.1Cu1O2,41.5
Sm1Fe0.975Co0.025As1O1,0
Mo0.6Ru0.4,7.85
Nb1Sr2Eu1Cu2O8,0
Lu1Ru4B4,2
Th1Sc1C3,6.5
Gd1Ba2Cu3.96Fe0.04H2O8,0
Li1Hf1N1Cl0.75Br0.25,23.6
S2Ta1,1.933333333
Ir0.33V0.67,1.6
Ag2Bi1,0
Ba0.74K0.26Fe2As2,32
Er1Ba2Cu2.76Co0.24O6.75,31
La1.2Ba1.8Cu3O7.4,0
Sr1.4K0.6Cu1C1O5,21
Pd34Zr66,2.1
Er1Ru3B2,0
Sr4V3O9.73,0
Eu1Ba2Cu3O6.9,91
V0.725Ga0.203Al0.072,12.3
Nb3Al0.8Zn0.2,17.7
Y1Ba2Cu2.5Fe0.5O7.241,0
La0.95Y0.05Fe0.995Mn0.005As1F0.11O0.89,18.6
La1Fe1As1F0.07O0.93,25.2
Mg0.9Li0.1B2,36.91666667
Y0.38Ba1.74La0.88Cu3O6.21,0
Er1Ni1.94Fe0.06B2C1,8.5
Y1Ba2Cu2.85Ni0.15O6.6,0
Nb0.65Zr0.35,10.6
Y1Ni1.3Pd0.7B2C1,12.1
Ba4Cu1Na1Cl4O4,0
Co0.92Mn0.08U6,2.2
Y1Ba2Cu3O6.27,0
Hg1Sr2Ho0.333Ce0.667Cu2O6=z,72
Y1Ba2Cu2.94Ni0.06O6.7,47.4
Ir0.05Rh0.04Ti0.91,4
Ga1Sr1.8Ca0.2Yb0.8Ca0.4Cu2O6.984,0
Sn0.975In0.025Te1,1.13
Ca0.2Ba1.55La1.25Cu3O7.01,25.1
Hg0.92Ba2.05Cu1.03O4.062,96.5
Bi0.094Pb0.901,0
C2Pt1U2,1.47
Rh0.91Ti0.04Zr0.05,1.8
Y0.7Th0.3C2,3.43
Tl1Bi1Sr2Ca1Cu2O7,86
Bi2Sr2Ca0.8Y0.2Cu2O8.27,92.6
Y0.95Ca0.05Ba2Cu2.95Zn0.05O6.89,65
Mo1Se2,0
Ca0.8La0.2Fe0.978Co0.022As2,37.8
In2O3,3.3
Sn1Zr4,0.92
Nb3Rh0.3Au0.7,9.5
Nd1.85Ce0.15Cu0.98Co0.02O4,0
Y0.2Lu0.8Ni2B2C1,14.68
Bi10Sr15Fe10O46,0
Sm1Fe1As0.75P0.25F0.12O0.88,0
Al0.04V0.96,3.31
Pr0.75Sr0.25Fe1As1O1,16.25
Ta1P1S1,0
Sr2Gd1Cu2F1O5,0
Y1Ni1.9Pt0.1B2C1,13.7
V2.79Mn0.21Si1,15.5
Nb0.625Pt0.375,3.73
La1.5Sr0.5Cu1O4,0
Lu1B2C2,1.2
Hf1V2D0.75,4.29
La1.763Sr0.237Cu1O4,13
K1Sb1,0
La1.02Pr0.85Sr0.13Cu1O4,22
Nb2.934V0.066Sn1,17.7
Ag3In1,0
Ge1Zr1,0
Sr1Ni2P2,1.415
Y1Sr2Cu2.7Ti0.3O7.123,0
Ce3S4,0
Cu1Co1.99Ir0.01S4,3.04
Nd1Ba1.6Ca0.4Cu3O6.828,65
Ho0.0422La0.9578,1.2
Y0.6Pr0.4Ni2B2C1,0
B0.86Ba0.14,0
C2Na1,5
Pd2Ho1Sn1,0
Ba0.875K0.125Fe2As2,0
Nb3Au0.7Pt0.3,11.5
Y1Ba2Cu2.88Zn0.12O6.63,0
Pd0.4Ho1Te3,2.8
La1Ru4As12,10.3
Y1Ba2Cu3O6.28,0
Be13U0.9645Th0.0355,0.55
Ho1Ir3B2,0
Zr55Cu30Al10Ni5,1.35
La3Cd1Ba3Cu7O16.188,0
Y1Ba2Cu3.925Fe0.075O8,44.2
Bi2Sr2Ca1Cu1.98Ni0.02O8,78
Nb1Os1,2.86
Lu1Rh3B2,0
Th0.25Zr0.75,6.29
Y1Ba2Cu3H0.43O6.91,0
C0.75Mo1,14.7
Pt3Sn1,0
Mo6Se6Br2,6.7
Bi1Ru2,0
Y0.8Pr0.2Ba2Cu3O7.79,65.4
Ce1Ru1.93Co0.07,1.93
Ba0.575K0.425Bi1O3,27.3
Y0.9Pr0.1Ba2Cu3O6.82,82
La1.823Ba0.177Cu1O4,25.5
Lu0.8Ho0.2Ru1B2,6.46
Sm1Fe0.725Ir0.275As1O1,0
La1.943Sr0.178Cu1O4,34.3
Er0.5Pr0.5Ba2Cu3O7,28.6
Be13W1,4.1
Ce1Rh0.8Co0.2In5,0
La1.5Ba1.5Cu3O7.078,0
O2W1,0
Bi1.8Pb0.2Sr2Ca1Cu1.96Fe0.04O8,48.5
B1Pt1,0
Ta0.0568V0.9432,4.46
Ru1Zr1,0
La1.95Bi0.05Cu0.99Zn0.01O4.0628,24.2
C1Ca3Cu2O7.2,0
Sm1.35Ba1.65Cu3O7.07,26.2
Bi2Sr1.5Ca1.5Cu2O8.19,80.75
Fe0.95Co0.05Se0.3Te0.7,8.2
Cr0.152Ti0.848,4.18
Gd1Fe1As1H0.3O0.7,45.9
La3Ru1,4.875
Pr1Os1.6Ru2.4Sb12,0.755
Y1Ba2Cu2.885Zn0.195O7,32.4
Fe0.5Mn0.5U6,2.8
Mo0.65Re0.35,10.2
Ba1Fe1.906Co0.042Cu0.052As2,11.6
Pb0.4Sn0.4In0.2Te1,4.12
Eu1Ba1.93Cu2.92O7,83.2
Nd0.6Sm0.4Bi1S2F0.3O0.7,5.19
La1.77Sr0.23Cu0.99Ni0.01O4,18
La1Rh3B2,2.57
As0.33In1Te0.67,0.85
V0.65Ge0.15Al0.2,5.5
Ce0.88La0.12Ru2,6.14
La1Fe0.85Rh0.15As1O1,14
Pr1Ba2Cu2Co1O7.02,0
Fe1Te0.98Se0.02,0
Bi2Ge1,0
Yb0.45Pr0.55Ba1.7Sr0.3Cu3O6.91,15
Y1In1.71Sn1.29,1.49
C3Er0.8Th1.2,7
Sm1.5Ba1.5Cu3O7.14,0
Bi1.7Pb0.3Sr1.6La0.4Cu1O6.141,20.2
C22H14K3.3,18
La1Fe1As0.6Sb0.4O1,0
Ba1Rh2As2,0
Ho1Rh2.6Ru1.4B4,4.68
Re0.05Ta0.95,2.77
V1Se2,0
Y1Sr1.4Ba0.6Cu2.5B0.5O7,24
C8K1H0.19,0.22
Tl2Ba2Cu1O6.19,45.3
La1Cu1O4,23
Ge1Mo3,2.1792
Mo1Sr2Eu1.5Ce1Cu2O10,23
Nb3Rh0.98Ru0.02,2.42
Y1Ba2Cu3O6,0
Li2Pd2.85Pt0.15B1,6.4
Nd2Ba4Cu7O14.525,66
La1.983Sr0.017Cu1O4,0
Al3U1,0
Cu1Cr0.9Fe0.1O2,98
Ce0.98La0.02Co1In5,2
Fe1.04Te0.95Se0.05,11
Nb3In0.5Zr0.5,6.4
Bi1.85Sr0.15Se3,0
Pb0.5Cd0.5Sr2Tb0.5Ca0.5Cu2O7,19
Sn0.979In0.021Te1,0.936
Mg1B1.5C0.5,27.25
Ca1.82Na0.18Cu1Cl2O2,27.055
Nd0.9Pr0.1Ba2Cu3O6.65,16.8
Rh0.3W0.7,7.3
Bi5Tl3,6.4
Sr2Ca2Cu3O5.5,109
Hf0.2Ta0.8,6.58
Y1Ba2Cu3O6.11,0
Y1Ba2Cu3O6.98,89.5125
Y1La2Ba3Cu6O14.53,25.6
La1Fe0.887Zn0.113As1F0.28O0.68,0
Ta0.5V0.5,2.54
Al12Re1,0
La1.7Pr0.3Ca0.6Ba2Cu4.6O10.8862,47.6
Y1Ba1.972Ca0.028Cu4O8,79.7
Ti0.17V0.5Zr0.33,7.6
C1La3Sn1,0
Pu1Co0.1Rh0.9Ga5,10.2
Fe1Se0.7S0.3,5.94
Dy0.95Tb0.05Ni2B2C1,5.61
La1Ba2Cu3O6.95,74
Ag0.7Al0.3,0.11
Y1Ba2Cu3O6.93,91.7375
C6I4O2,0.8
Y1Ba2Cu2.9Zn0.1O6.99,43.5
Er1Ni1.9675Co0.065B2C1,6.2
La1.89Sr0.11Cu0.885Zn0.115O4,0
Pr1.85Ce0.15Cu0.97V0.03O3.98,21.2
La1.88Ce0.12Cu1O4,24.3
La1.5Nd0.5Ba2Ca1Cu5O7.123,78
Gd1Ba2Cu2.7Co0.3O6.9,33
Ga1Hf2,0.21
Bi2Sr1.8Ca1La0.2Cu2O8.27,87.8
Lu1.9Y0.1Fe3Si5,4.16
C1.65Th0.4Y0.6,0
Lu1Ni1.85Co0.3B2C1,4.8
Cu1S4V2,4.45
Y1Ba2Cu2.841Zn0.159O6.89,0
Sr1.68Ba0.32Cu1O3.4,88
V0.737Ga0.213Al0.05,12.6
Ba1Fe1.952Ni0.048As2,3.463333333
Ga0.04Sn0.96,3.887
Eu1Fe2As1.7P0.3,23
Rh0.04Zr0.96,4.4
Bi2Sr1.6La0.4Ca1Cu2OY,75.18
Tl1Mo3Se3,0
Ir0.6Os0.4,0.73
Ir0.32Ru0.68,0.18
Pr1Os2.8Ru1.2Sb12,1.05
C1.45V0.1Y0.9,11.5
Ca1Mg2,0
Li1.07Ti1.93O4,11.05
Y0.7Ca0.3Ba2Cu2.7Co0.3O7.02,82
Sr0.05Eu0.95Fe1.76Co0.24As2,2
Al0.146Cr0.854,0
Ge0.4Cu0.6Sr2Ca1.9Y0.1Cu3O9.3,90
Nd1.85Ce0.15Cu0.96Mn0.04O4,21
Y1Ba1.5La0.5Cu3O7.1,30
Pd0.5Rh0.5,0
La0.9Sr0.1Cu0.965Ni0.035O4,0
Ag1Mg1,0
Bi2Sr1.6Pb0.4Cu1O6.172,0
Gd0.65Ca0.2Hf0.15Ba2Cu3O6.96,86.3
Ru1Sr2Gd0.98Ce0.02Cu2O8,13
Sr2V0.9Mg0.1Fe1As1O3,30
La2Ba2Cu2Ti1.7Co0.3O10.82,0
Au0.18Te0.82,1.56
La1Ba1.5Sr0.5Cu3O6.902,54
Ba1Fe1.925Ni0.075As2,12.95
Y1Ba2Cu2.67Zn0.33O7,0
V0.63Si0.14Al0.23,9.7
La0.99Lu0.01,5.595
Ho1Co4B4,0
Sr11Ca8Cu24O41,0
Ca0.9Nd0.1Ba1La1Cu3O6.87,73.8
La1Ba1.5Ca0.5Cu3O6.76,0
Ir1Te2,0
La0.85Ca0.05Pr0.1Ba1.5Sr0.5Cu3O6.865,50
Rh0.06Ti0.94,2.6
Ta0.2Mo0.8C1,10.5
Bi2Sr2Nd1.64Ce0.36Cu2O10.23,14
Ni2Zn11,0
Fe0.63Co0.27Al0.1,0
Bi2Ir1,2.715
Li0.18Zr1N1Cl1,11.6
Au1In1,0.5
Y1La0.2Ba1.8Cu3O7.06,48.9
Ni2Nb1Al1,1.075
Pb2Sr2Cu2Ta1Cl1O8,0
Y1Ba1.88La0.12Cu3O6.96,93.2
Cr0.7Ir0.3,0.76
N0.8H2.4Na1Rb2C60,15.2
La1.9Sr0.1Cu0.975Ni0.025O4,3.65
Ge0.3Sn0.7,0
Zr0.9Mo0.1,4.3
Ho1Ru3B2,0
Y2La0.8Ba3.2Cu6O14.2,46
Pr1Ba1.2Sr0.8Cu3O6.96,0
Mg0.2Zn0.4Al0.4B2,0
Bi1Fe1,0
Fe0.5Ba2Nd1Cu2.5O7.54,0
Be0.934Ni0.066,0.88
Tb1Ni0.74Bi1.9,4.2
Ce0.25La0.75Ru2,1.42
Mg2Zn3,0.76
Ga1V3,13.496
YbCa0.4Ba1.6Sr0.4Cu4O8,85
Yb1Mo6S8,8.45
La1.76Sr0.24Cu0.97Ru0.03O4,16.1
Ca9.5Yb0.5Pt3Fe10As18,11.6
Sm1Ba2Cu3O6.99,90.7
Ir0.8Y0.2,3.66
Hg0.92Ba2.05Cu1.03O4.058,92.1
Ti50V50,6.15
Pt1V2.5,1.36
Ho0.99Ca0.01Ba2Cu4O8,76.8
Y1Ba2Cu2.844Fe0.156O7,57
Tl0.5Pb0.5Sr2Ca1Cu2.95Co0.05O7,53
Hg1Ba2Cu1O4.02,72
Pr1Pd2P2,0
Pb0.9875Tl0.0125Te1,1.35
Bi2Sr1.8Ca1Gd0.2Cu2O8.26,88.9
Ce1Rh0.5Co0.5In5,1.4
Y0.3Lu0.7Ni2B2C1,15
Ba0.88K0.12Ti2Sb2O1,6.1
La1Fe1As0.3P0.7O1,0
Gd4Fe2As2Te0.92F0.8O3.2,45
Y1.4Th0.6C2.4,15.4
Ru0.45V0.55,4
Al2Gd0.002La0.998,2.45
Y1Ba2Cu2.95Zn0.05O6.7,25
Cr0.15Mo0.85,0.5
Ba1.6Sr0.4Yb0.75Ca0.25Cu3O6.3,34
Pd0.03Ir0.97Te2,2.7
La0.35Pr1.5Sr0.15Cu1O4,0
Ir0.58Rh0.36Se2,9.6
La1.9Ba0.1Cu0.99Zn0.01O4,9.8
Mg0.88Sc0.12B2,30
Er1Ba2Cu2.52Zn0.3Fe0.18O6.91,0
Cr0.765Fe0.135Al0.1,0
Tm0.8Lu0.2Fe3Si5,2.79
Nb2.25V0.75Au1,3
Ir0.94Ta0.06,0.15
Yb1Ir3B2,0
Ce0.147Ru0.853,3.6
Lu1S1,1.1
S1Sn1,0
Er0.775Tb0.225Ni2B2C1,5.9
La1.79Sr0.21Cu0.94Co0.06O4,31.8
La1.85Na0.15Cu1O4,0
V0.5Sr2.25Ca1.75Cu3.5O9.7,98
Nb0.14Ta0.86,4.76
V0.65Si0.1Al0.25,9.9
Tl0.4K0.3Fe2Se2,26.25
Nd1.8315Y0.0185Ce0.15Cu1O4,20
Bi2Sr2Ca0.6Gd0.4Cu2O8,30
Bi2Sr1.43La0.57Cu1O6,28.5
C14H10Ba1.5,5.4
La0.85Na0.15Fe1As1F0.15O0.85,28
La1.65Nd0.2Ca0.046Ba0.104Cu1O4,0
Zr2Co0.9Ga0.1,5.72
Tl2Ba2Ca5Cu6O16,120
Y0.9Gd0.1Ni2B2C1,12
Au5Zn8,0
Ir0.96Pt0.04Te2,2.9725
La4Sb2Sn1,0
La1.888Sr0.112Cu1O4,27
C60Yb3.5,6
Mo5O2,0
Y0.5Pr0.5Ba2Cu3O6.68,27.1
Lu4Sc1Ir4Si10,6.59
K0.8Bi1.2O3,9.45
Y0.98Ca0.02Ba2Cu4O8,87
Nb78Ga20Mn2,8.87
Ca0.1Ba1.65La1.25Cu3O6.38,0
Y0.4Pr0.6Ba1Sr1Cu3O6.95,0
La4Sb3,0.25
Ca8.38Ce1.62Pt3Fe10As18,30.5
Y1Ba2Cu2.9Ga0.1O6.8,81
Ce1Os2B2C1,0
In0.83Te1,1.15
Bi2Sr1.6Ca1.2Lu0.2Cu2O8.26,88.6
Nb2.55V0.45Sn1,15
Nb0.5Sb0.25Ti0.25,3.05
Zr62.4Ti15.6Ni22,3.215
La1.84Sr0.16Cu0.95Ni0.05O4,0
Pd20Zr80,2.91
Bi2S2F0.5O0.5,5
Mo6Se7.7Te0.3,6.66
La1.86Sr0.14Cu0.9975Zn0.0025O4,0
Nb0.98Y0.02,9.26
Bi2Sr2Ca1Cu2I0.61O8.21,56.3
C0.48Nb1,0
Na0.18Hf1N1Cl1,22
Pd2Y0.9Dy0.1Sn1,3.46
Nb0.66Zr0.33,10.8
Nb3Os0.02Rh0.98,2.42
Y1Sr2Cu2.8W0.2O7.2,66
Bi2Sr2Ca0.3Pr0.7Cu2O8.411,0
Sm1Fe1As1F0.13O0.87,24.7
Y1La1.2Ba3.8Cu6O14.07,70.4
Cu3Na2S3,0.3
Y0.93Ca0.07Ba2Cu4O8,86.25
Cm1.85Th0.15Cu1O4,0
Nd0.8Pr0.2Ba2Cu3O6.81,50
Bi1.7Pb0.3Sr2Ca0.96Y0.04Cu2O8.06,78.5
Mg1C0.85Ni3,0
Ir0.265O0.085Zr0.65,2.3
La2.9234Ce0.0766In1,4.02
Nb3Zr0.5In0.5,6.4
Eu1Ba2Cu2.6Co0.4O7.02,0
N1Ta2,0
Y1Ba2Cu2.6Fe0.4O7.024,0
Sn0.96Eu0.2Mo6.35S8,10.7
La0.9Th0.1Ni1C2,4.45
Nb0.35Ti0.65N0.97,13.2
Ba0.595K0.405Bi1O3,31.2
Ta0.92W0.08,2.85
Mg1.8Cu0.2B12,36.5
Pb2Sr2Pr1Cu3O8,0
Ir0.95Pd0.05Te2,2.5
Ge1.8La1,1.87
Ca2Cu1Cl2.3O2,36
La75Au15Cu10,3.795
Si1V3,16.70833333
Tb1Ir3B2,0
Pr2Ba4Cu7O14.74,15.5
Nd1Fe1As0.6P0.4F0.1O0.9,28
Sb0.02V0.98,3.29
Bi2Sr2Ca1Cu1.99Fe0.01O8,74.1
Sr1.5Ba0.5Y1Cu2.8Mo0.2O7.03,26
Bi1Pd2,4.2
Dy0.1Tb0.9Ni2B2C1,0
Cu0.01Fe0.99Se0.85,8.6
Nb3Sn0.9Ge0.1,18
Na2Cs0.88C60,8.3
Ir1Mo3,8.031
Sr1Pt2.4Pd0.6P1,6.57
U1Rh2Ge2,1.1
Nb2.775Mo0.225Al1,13.8
Ce0.805Ru0.195,0
Li2Pd3B0.95Al0.05,7.75
Fe0.5Ba1Sr1Sm1Cu2.5O7.492,0
Y0.8Eu0.2Ba2Cu3O7,0
La1Fe1As1O1.0,10.2
In0.1Tl0.9,3.12
Ca0.891La0.109Fe2As2,45.4
Ag1Lu1,0
La1.77Sr0.23Cu0.94Ni0.06O4,31.5
Nb77Sn13.8Al6.9Ge2.3,13.3
Ba0.7K0.3Ti2Sb2O1,0
Ce1S1,0
Y0.9Ca0.1Ba2Cu3O6.72,82.6
Zr1P1.25Se0.75,6.3
Tm1Ir2Rh2B4,4.38
Ho1Ni1.995Co0.01B2C1,6.72
Bi1In2,5.584
Au0.85Pd0.15Ga2,1.79
Ni2Hf1Al1,0.37
La0.25Th0.75Sn3,3.94
Th1Rh2Ge2,1.1
Lu0.6Dy0.4Ni2B2C1,7.5
La0.96Sr0.04Fe1As1O1,3.65
La1Pt1.8Ge2.2,1.95
Y0.6Ca0.2Pr0.2Ba2Cu3O7,67.1
Mg0.9Zn0.05Al0.05B2,38.5
Bi4Sr3Ca1.5Y1.5Cu4O16,86.1
Sr1Nd1Cu1Cl1O3,0
Ag0.5Al0.5Th2,0.78
Nb2.5Si3Zr2.5,0
Y1Ba2Cu2.98Fe0.02O7,90.7
Sr1Fe1Ru1As2,0
Gd1Sr2Ru0.9Cu2.1O8,37.75
P4Re3,0
Zr0.985Lu0.015B12,5.67
V2.88Ce0.12Si1,15.32
La1.887Sr0.113Cu1O4,29.7
Ba1Fe1.848Rh0.152As2,22.2
Nb0.016Ta0.984,4.47
La2Cu1O3.67,0
Pt2Sr1,0.35
Bi2Rh1,1.1
Fe1.04Te1,0
Sm1Fe1As0.55P0.45H0.08O0.92,19
Sc4Rh6Ge19,1.9
Li0.8Fe1.2Se0.59S0.41H1O1,32
Mg0.93Na0.07B2,38
La1.05Sr0.95Cu0.6Fe0.8O4,0
H2.45La1,0
Bi2Sr2Y1Cu2O8.53,0
Nd1Ba1.5La0.5O6.64,0
Tc0.1V0.9,1.5
Sr1Pt4Ge12,5.25
Fe0.3Ni0.7Zr2,2.02
Pd1Th1,0
